City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
E234221,1/29/2020,21453A,,M
E234222,1/29/2020,21453A,,M
E234223,1/29/2020,21453A,,M
E234224,1/29/2020,22107 21950A,,M
E234225,1/29/2020,21950A,,M
E234226,1/29/2020,21453A,,M
E234227,1/29/2020,21453A,Other Asian,F
E234229,1/29/2020,22450A,,F
E234230,1/29/2020,22450A,,F
E234231,1/29/2020,22450A,,F
E235428,1/29/2020,21650,Other Asian,F
E236471,1/29/2020,231235A,White,F
E236472,1/29/2020,22450A,White,M
E236473,1/29/2020,22101D,White,M
E236474,1/29/2020,22450A,Other Asian,F
E236475,1/29/2020,22450A,Asian Indian,M
E236476,1/29/2020,22450A,Asian Indian,M
E236477,1/29/2020,22450A,Asian Indian,M
E236478,1/29/2020,22450A,White,M
E236479,1/29/2020,21209A,Asian Indian,M
E236480,1/29/2020,22450A,White,F
T508296,1/29/2020,22450A,Asian Indian,Male
T508297,1/29/2020,22450A,Asian Indian,Male
T508298,1/29/2020,22450A,White,Male
T508299,1/29/2020,22450A,Asian Indian,Male
T511075,1/29/2020,22450A,Other Asian,Male
E230666,1/30/2020,22349A,White,M
E231034,1/30/2020,21806A1,Asian Indian,M
E236074,1/30/2020,21460A,,M
E236075,1/30/2020,231235A,,M
E236076,1/30/2020,21453A,,F
E236077,1/30/2020,21453A,,F
E236078,1/30/2020,21453A,,M
E236079,1/30/2020,21453A,,M
E236080,1/30/2020,21453A,,M
E236081,1/30/2020,21453A,,M
E236082,1/30/2020,21453A,,M
E236083,1/30/2020,21453A,Hispanic,M
E236084,1/30/2020,21209A,,M
E236481,1/30/2020,40004A,Black,F
E236482,1/30/2020,22450A,,M
E236483,1/30/2020,22450A,,F
E236484,1/30/2020,22450A,,F
E236485,1/30/2020,22350,,F
E236486,1/30/2020,22450A,,F
E236487,1/30/2020,22450A 12951A,Other,F
E236488,1/30/2020,22450A,,F
E236489,1/30/2020,22450A,,M
E236490,1/30/2020,22450A,,M
E236491,1/30/2020,22450A,,F
T508379,1/30/2020,4000A1 146011A,White,Male
T511076,1/30/2020,22450A,White,Male
E230147,1/31/2020,4000A1,,M
E233743,1/31/2020,146011A 146015A 40004A 16028A,Hispanic,M
E235133,1/31/2020,21453B,Hispanic,M
E236492,1/31/2020,22450A,Other Asian,M
E236493,1/31/2020,22450A,Asian Indian,F
E236494,1/31/2020,22450A,Other Asian,M
E236495,1/31/2020,22450A,White,M
E236496,1/31/2020,22450A,Other Asian,F
E236497,1/31/2020,22450A,White,F
E236498,1/31/2020,22450A,White,F
E236499,1/31/2020,22450A,Hispanic,F
E236500,1/31/2020,22450A,Asian Indian,F
E236901,1/31/2020,22450A,Other Asian,M
E236902,1/31/2020,22450A,White,M
E236903,1/31/2020,22450A,Hispanic,F
E236904,1/31/2020,22450A,White,F
E236905,1/31/2020,22450A,White,F
E236906,1/31/2020,22450A,Other Asian,M
T509698,2/1/2020,22450A,Other Asian,Male
T510614,2/1/2020,21453A,Hispanic,Female
E230148,2/2/2020,12500A 4000A1 16028A,Hispanic,Female
E229988,2/3/2020,21453A,Unknown,M
E229989,2/3/2020,4000A1 146011A 16028A,White,M
E230149,2/3/2020,22107,Asian Indian,M
E230667,2/3/2020,24603B,Unknown,M
E233744,2/3/2020,4000A1,White,M
E236907,2/3/2020,231235A,Unknown,M
E236908,2/3/2020,22526A,Unknown,M
E236909,2/3/2020,22526A,Unknown,M
E236910,2/3/2020,21950A,Unknown,F
E236911,2/3/2020,231235A,Unknown,F
E236912,2/3/2020,231235A,Unknown,F
E236913,2/3/2020,231235A,Unknown,M
T503894,2/3/2020,21453A,Black,Male
T503895,2/3/2020,12951A,Asian Indian,Male
T511077,2/3/2020,21453A,Black,Male
E224789,2/4/2020,21950A,,Female
E230150,2/4/2020,21800A,,F
E230151,2/4/2020,22450A,White,F
E230668,2/4/2020,22107,Other,F
E233012,2/4/2020,231235A,Asian Indian,M
E236315,2/4/2020,12500A,Hispanic,M
E236914,2/4/2020,21453A,,F
E236915,2/4/2020,22107,,M
E236916,2/4/2020,5200A 267085A,,M
E236918,2/4/2020,22450A,,M
E236919,2/4/2020,22450A,,F
E236922,2/4/2020,22450A,,M
E236923,2/4/2020,5200A,,F
E236924,2/4/2020,38300,,M
E236925,2/4/2020,38300,,M
E236926,2/4/2020,38300,,F
E236928,2/4/2020,21453A,,F
E236929,2/4/2020,38300,,F
E236930,2/4/2020,21950A,,M
E229726,2/5/2020,4462B 4000A1,Other Asian,M
E229727,2/5/2020,146011A 22350,Hispanic,M
E229728,2/5/2020,12500A,Hispanic,M
E230152,2/5/2020,146015A 146012A,Hispanic,M
E230669,2/5/2020,27150A 28071,White,M
T511030,2/5/2020,22450A,Black,Male
E225886,2/6/2020,23109C 23222B,Other Asian,M
E229991,2/6/2020,16028A,,F
E229992,2/6/2020,4000A1 12500A 16028A,,M
E230153,2/6/2020,16028A,,M
E230154,2/6/2020,22350 16028A,,M
E234463,2/6/2020,231235A,Other Asian,M
E234464,2/6/2020,231235A,Asian Indian,M
E234465,2/6/2020,21453C,Asian Indian,M
E236316,2/6/2020,22103,White,F
E236317,2/6/2020,22103,Other,F
T506939,2/6/2020,21650 21658A 21703,Hispanic,Male
T510203,2/6/2020,21453A,Hispanic,Female
T510204,2/6/2020,21453B,White,Male
T510205,2/6/2020,21950A,Other Asian,Female
T510206,2/6/2020,267085A,Hispanic,Female
T510207,2/6/2020,22450A,Other Asian,Male
T510208,2/6/2020,22450A,Asian Indian,Female
T510209,2/6/2020,22450A,Asian Indian,Male
E224790,2/7/2020,22349A,,F
E224791,2/7/2020,5200B 12951A,,M
E229817,2/7/2020,12500A,Hispanic,F
E230155,2/7/2020,16028A 21453A,,M
E230156,2/7/2020,21453A 22350 16028A,,M
E230157,2/7/2020,221005,Asian Indian,M
E230158,2/7/2020,12500A 16028A 22107,Hispanic,M
E230670,2/7/2020,21453A,Asian Indian,M
E231035,2/7/2020,21801A,Other,M
E232123,2/7/2020,22450A 12500A,Other Asian,F
E232124,2/7/2020,22450A,,F
E232125,2/7/2020,22450A,,M
E232126,2/7/2020,22450A,,M
E234466,2/7/2020,12500A,Hispanic,M
E235137,2/7/2020,24603D,,M
T503897,2/7/2020,5201F2 12500A,Hispanic,Male
T510889,2/7/2020,4000A1 16028A,Other,Male
E229729,2/8/2020,21800B1 12500A 26710 4000A1,Hispanic,M
E230671,2/8/2020,22350,Hispanic,M
E230672,2/8/2020,22350,Asian Indian,M
E234467,2/8/2020,21453A 12500A,Hispanic,M
E234468,2/8/2020,22400A,Other,M
T503898,2/9/2020,23123A,White,Male
E232127,2/10/2020,26710,,M
E236085,2/10/2020,21955,Hispanic,M
E236086,2/10/2020,27315D1,,M
E236087,2/10/2020,27315D1 4000A1,,M
E236318,2/10/2020,146011A 146015A 4000A1 16028A,Hispanic,M
E236932,2/10/2020,21460A,,M
E236933,2/10/2020,21460A,White,F
E236934,2/10/2020,21460A,,M
E236935,2/10/2020,21453A,,F
E236936,2/10/2020,21453A,,M
E236937,2/10/2020,21453A,,M
E236938,2/10/2020,21453A,,M
T510211,2/10/2020,267085A 16028A 4454A,Black,Male
E230159,2/11/2020,4000A1,,F
E231584,2/11/2020,22450A,Other Asian,F
E232128,2/11/2020,21460A,,M
E236939,2/11/2020,22450A,Other,F
E236940,2/11/2020,22450A,Other Asian,M
E236941,2/11/2020,22450A,Other Asian,M
E236942,2/11/2020,22101D,Other,M
E236943,2/11/2020,22101D,White,M
E236944,2/11/2020,21209A,Other,M
T511100,2/11/2020,16028A,Hispanic,Female
E222869,2/12/2020,22350,,M
E222870,2/12/2020,21209A,,M
E222871,2/12/2020,21209A,,F
E222872,2/12/2020,21209A,,M
E222873,2/12/2020,21209A,,M
E222874,2/12/2020,22103,,M
E222875,2/12/2020,21453A,,M
E222876,2/12/2020,231235A,,M
E222877,2/12/2020,22526A,,F
E222878,2/12/2020,231235A,,M
E224792,2/12/2020,4000A1 12951A,,M
E230673,2/12/2020,22450A,,M
E233013,2/12/2020,22450A,White,M
T508251,2/12/2020,4000A1,Pacific Islander,Male
E222879,2/13/2020,21658A,,M
E222880,2/13/2020,231235A,,M
E222881,2/13/2020,22349A,,F
E222882,2/13/2020,22349A,,M
E230675,2/13/2020,21453A,Asian Indian,M
E231036,2/13/2020,12500A,Hispanic,M
E236320,2/13/2020,22450A,Other Asian,F
E236321,2/13/2020,12500A,Hispanic,F
E236945,2/13/2020,22450A,White,M
E236946,2/13/2020,22450A,,M
E236947,2/13/2020,22450A,White,M
E236948,2/13/2020,22450A,White,F
E236949,2/13/2020,22450A,White,M
E236950,2/13/2020,22450A,Other Asian,F
E236951,2/13/2020,22450A,Asian Indian,F
E236952,2/13/2020,22450A,Asian Indian,F
E236953,2/13/2020,22450A,Hispanic,M
E236954,2/13/2020,22450A,Other,F
E236955,2/13/2020,22450A,Other Asian,F
E236956,2/13/2020,22450A,Hispanic,F
E236957,2/13/2020,21453A,White,F
T505711,2/13/2020,21453A,Other Asian,Female
E229730,2/14/2020,128146,,F
E230160,2/14/2020,146011A,,M
E230161,2/14/2020,21201D,Black,M
E230162,2/14/2020,22450A 221005,,M
E230163,2/14/2020,22350 12500A,Hispanic,M
E230706,2/14/2020,40004A,,F
E234469,2/14/2020,40004A,Hispanic,M
E236958,2/14/2020,22526A,Asian Indian,F
E236959,2/14/2020,21950A,Asian Indian,M
E236960,2/14/2020,231235A,White,M
E236961,2/14/2020,231235A,Hispanic,M
E236962,2/14/2020,231235A,Other,M
E236963,2/14/2020,12500A,Hispanic,M
E231037,2/15/2020,12500A 4160,,F
E235138,2/15/2020,24600B,,M
E225888,2/16/2020,267085A 26101B,Unknown,M
E230164,2/16/2020,128146 27600 16028A,Hispanic,M
E230707,2/16/2020,12500A,Asian Indian,F
E234470,2/16/2020,146015A 146012A,Hispanic,M
E234471,2/16/2020,231235A,,M
E236322,2/16/2020,146011A 23222A 22107 16028A,Hispanic,M
T510409,2/16/2020,22107 22350,Asian Indian,Male
E236964,2/17/2020,21453A,,F
E236965,2/17/2020,5200A,,F
E236966,2/17/2020,22350,,F
E236967,2/17/2020,23123A 12500A,Hispanic,M
E236968,2/17/2020,23123A,,M
E236969,2/17/2020,22350,,M
E236970,2/17/2020,22350,,M
E236971,2/17/2020,22450A,,M
E236972,2/17/2020,22450A,,F
E236973,2/17/2020,22450A,,M
T510295,2/17/2020,4000A1 146012A 16028A,Hispanic,Male
E236974,2/18/2020,22107,,M
T509699,2/18/2020,12500A 21453A,Hispanic,Male
T510242,2/18/2020,12500A 16028A,Hispanic,Male
T511101,2/18/2020,146011A,Hispanic,Male
E236801,2/19/2020,12500A,Hispanic,M
E222883,2/20/2020,27150A,,M
E222884,2/20/2020,40004A 16028A,,M
E236975,2/20/2020,4000A1,Other Asian,M
E236976,2/20/2020,38300,Hispanic,M
E224795,2/21/2020,22349A 12500A,Other Asian,M
E231038,2/21/2020,146012A,White,M
E231039,2/21/2020,22350,Asian Indian,M
E231585,2/21/2020,231235A,,M
E231586,2/21/2020,22450A,Other Asian,M
E231587,2/21/2020,22450A,,F
E231588,2/21/2020,22450A,,F
E231589,2/21/2020,22450A,,M
E231590,2/21/2020,22450A,,M
E231591,2/21/2020,22107,,M
E231592,2/21/2020,22450A,,F
E231593,2/21/2020,22450A,,M
E231594,2/21/2020,22450A,,F
E231595,2/21/2020,231235A,,M
E235139,2/21/2020,4000A1 16020A,,M
E235141,2/21/2020,21453A,Asian Indian,M
T510890,2/21/2020,21453A,Other,Male
E230165,2/22/2020,4000A1 16028A,,F
E230166,2/22/2020,12500A 21453A 16028A 24003,Hispanic,M
E235142,2/22/2020,24252A,,M
E235143,2/22/2020,27602 12500A,Hispanic,M
E231041,2/23/2020,12500A,Hispanic,M
E235144,2/23/2020,21460A,,F
T490833,2/23/2020,4000A1,White,Female
T509930,2/23/2020,231235A,Black,Male
E229819,2/24/2020,22349A,Other,M
E229820,2/24/2020,22349A,Other Asian,M
E229821,2/24/2020,22349A,Other Asian,M
E229822,2/24/2020,22349A,Other Asian,F
E233014,2/24/2020,21461A,Unknown,M
E233745,2/24/2020,22107,Other Asian,F
E235145,2/24/2020,12500A,Hispanic,M
T509556,2/24/2020,24252A 12500A,Hispanic,Male
E225889,2/25/2020,22350 4000A1,Hispanic,M
E225890,2/25/2020,22350,Other Asian,F
E225891,2/25/2020,231235A,Other Asian,F
E225892,2/25/2020,214605C,Asian Indian,M
E225893,2/25/2020,22350,Black,M
E225894,2/25/2020,22350 4000A1,Other Asian,M
E225895,2/25/2020,22349A,Asian Indian,M
E225896,2/25/2020,22349A,Hispanic,M
E225897,2/25/2020,22349A,Asian Indian,M
E225898,2/25/2020,22349A,Asian Indian,M
E225899,2/25/2020,23123A,Asian Indian,F
E225900,2/25/2020,22450A,Other Asian,F
E230709,2/25/2020,4000A1 21950A,White,M
E235146,2/25/2020,38300,Unknown,M
T511157,2/25/2020,22350 14600A,Asian Indian,Male
E222885,2/26/2020,22349A,Unknown,M
E222886,2/26/2020,16028A,Unknown,M
E224796,2/26/2020,21453A,Asian Indian,M
E224797,2/26/2020,27315D1,Asian Indian,M
E229312,2/26/2020,40004A 4000A1,Other Asian,M
E229823,2/26/2020,12500A,Hispanic,M
E230167,2/26/2020,24002A,White,M
E230168,2/26/2020,12500A 267085A,Hispanic,M
E230169,2/26/2020,231235A 27400,Other Asian,M
E232129,2/26/2020,23123A,Unknown,M
T510840,2/26/2020,231235A,Hispanic,Male
E222887,2/27/2020,22349A,Unknown,F
E222888,2/27/2020,22349A,Unknown,M
E222889,2/27/2020,22349A,Unknown,F
E222890,2/27/2020,22349A,Unknown,F
E224798,2/27/2020,231235A,White,M
E224799,2/27/2020,21453A,Asian Indian,M
E224800,2/27/2020,27315D1,White,M
E224801,2/27/2020,12951A,Other Asian,F
E224802,2/27/2020,21955,White,M
E228342,2/27/2020,231235A,,F
E228343,2/27/2020,21955,,M
E228344,2/27/2020,21955,,F
E228345,2/27/2020,21955,,M
E228346,2/27/2020,21950A,,F
E228347,2/27/2020,231235A 4454A,,M
E228348,2/27/2020,12500D 4000A1,,M
E229824,2/27/2020,21453D,Other,F
E229993,2/27/2020,21453A,,F
E229994,2/27/2020,21453A 16028A,Other,M
E229995,2/27/2020,21453A 16028A,Hispanic,M
E232130,2/27/2020,231235A,,F
E232131,2/27/2020,12500A 27151A,,M
E233015,2/27/2020,23222A 12500A 24601 24603E,Hispanic,M
E233746,2/27/2020,12500A 26710,Hispanic,M
E235147,2/27/2020,38300,,F
E235148,2/27/2020,22107,,M
E235429,2/27/2020,22450A,,F
E235430,2/27/2020,24603B,Black,F
E236977,2/27/2020,22450A,Other Asian,F
E236978,2/27/2020,22450A,Other Asian,M
E236979,2/27/2020,22450A,Other,M
E236980,2/27/2020,22450A 12951A,White,F
E236981,2/27/2020,22450A,Other Asian,M
E236982,2/27/2020,22450A,Hispanic,M
E236983,2/27/2020,22450A,White,M
E236984,2/27/2020,22450A,Other Asian,F
E236985,2/27/2020,22450A,Other,M
E236986,2/27/2020,22450A,White,M
E236987,2/27/2020,22450A,Hispanic,M
E236988,2/27/2020,22450A,Other,F
E236989,2/27/2020,21453C,Other Asian,F
T510841,2/27/2020,4000A1 5200A 267085A 16028A,White,Female
E232132,2/28/2020,4000A1 16028A 26710,White,M
E233016,2/28/2020,5204A,,M
E233747,2/28/2020,22450A,,F
E235431,2/28/2020,12500A,Black,M
E235432,2/28/2020,22500A,White,F
E236990,2/28/2020,21657,White,M
E236991,2/28/2020,21657,White,M
E236992,2/28/2020,21657,White,M
E236993,2/28/2020,21657,White,M
E236994,2/28/2020,21657,White,M
E236995,2/28/2020,21955,Asian Indian,M
E236996,2/28/2020,22450A,Asian Indian,F
E236997,2/28/2020,22450A,Other Asian,F
E236998,2/28/2020,21657,Hispanic,M
E236999,2/28/2020,21657,Other Asian,M
E237000,2/28/2020,21657,Asian Indian,M
E237201,2/28/2020,21657,Other,F
E237202,2/28/2020,21657,Asian Indian,F
E237203,2/28/2020,21657,Other Asian,M
E237204,2/28/2020,21657,Other,M
E237205,2/28/2020,21657,Other Asian,M
E237206,2/28/2020,21657 5200A,White,F
E237207,2/28/2020,21657,Other Asian,F
E237208,2/28/2020,21657,Asian Indian,M
E237209,2/28/2020,21657,Other Asian,M
T511102,2/28/2020,22526A,Other Asian,Female
E229825,2/29/2020,23123A,Other Asian,F
E230480,2/29/2020,4000A1,Other Asian,M
T508254,2/29/2020,21955,Black,Male
T509711,2/29/2020,4000A1 146011A,White,Male
T510365,2/29/2020,12500A 16028A,White,Male
E229826,3/1/2020,21461A 5200A,White,F
E229827,3/1/2020,22500I,Other Asian,M
E229828,3/1/2020,21211A,Other,M
E229829,3/1/2020,22349A,Hispanic,M
E229830,3/1/2020,22349A,White,M
E229831,3/1/2020,22400A,Other Asian,M
E229996,3/1/2020,12500A,Hispanic,M
E229997,3/1/2020,21453A,,M
E229998,3/1/2020,21453A,,M
E230481,3/1/2020,12500A,Hispanic,M
E233017,3/1/2020,21453A,Other Asian,M
E234473,3/1/2020,22450A 12500A,Other,M
T508820,3/1/2020,4000A1,White,Male
T509271,3/1/2020,22107,Asian Indian,Male
T510460,3/1/2020,26710 12500A,Hispanic,Male
T510461,3/1/2020,4000A,White,Female
E224803,3/2/2020,27315D1,Hispanic,M
E224804,3/2/2020,21955,White,M
E224805,3/2/2020,231235A,Hispanic,F
E224806,3/2/2020,231235A,Other Asian,F
E224807,3/2/2020,231235A,Hispanic,M
E233748,3/2/2020,231235A,,M
E234232,3/2/2020,21800A,,M
E234234,3/2/2020,12500A,Black,M
E234235,3/2/2020,22450A,,M
E234236,3/2/2020,21804A,Other,F
E234237,3/2/2020,22352B2,Asian Indian,F
E234238,3/2/2020,22352B2,,F
E235151,3/2/2020,12500A,Hispanic,F
T511126,3/2/2020,5200A,Other,Male
E224808,3/3/2020,22350,Other Asian,F
E224810,3/3/2020,22350,Asian Indian,F
E224811,3/3/2020,231235A,Other Asian,M
E224812,3/3/2020,21955,Other Asian,M
E224813,3/3/2020,231235A,Other Asian,M
E229832,3/3/2020,21461A,Black,M
E229833,3/3/2020,21651A,White,M
E229835,3/3/2020,21950A,White,M
E230171,3/3/2020,23123A 16028A,,F
E230172,3/3/2020,21456A,Other Asian,M
E237210,3/3/2020,22450A 12500A,Other Asian,F
E237211,3/3/2020,22450A,,M
E237212,3/3/2020,22450A,,M
E237213,3/3/2020,22350,,M
E237214,3/3/2020,5200A,Other,F
E237215,3/3/2020,22450A,,M
E237216,3/3/2020,22350 5200A,,M
E237217,3/3/2020,21755A,,M
E237218,3/3/2020,22450A,,F
E237219,3/3/2020,22526A,,M
T511175,3/3/2020,4000A1,Hispanic,Male
E222891,3/4/2020,24603F,,M
E222892,3/4/2020,27315D1,,M
E224814,3/4/2020,27315D1,Hispanic,M
E224815,3/4/2020,231235A,Asian Indian,F
E224816,3/4/2020,231235A,Other Asian,M
E224817,3/4/2020,12500A,White,F
E224818,3/4/2020,21461A,Hispanic,F
T510842,3/4/2020,12500A,Hispanic,Female
T510843,3/4/2020,25251A,White,Male
E224819,3/5/2020,21453A,Hispanic,F
E224820,3/5/2020,22500A,White,M
E224821,3/5/2020,22350,Black,F
E224822,3/5/2020,21460A,Asian Indian,F
E224823,3/5/2020,22350,White,F
E224824,3/5/2020,231235A,Other Asian,M
E233018,3/5/2020,267085A,,M
E237220,3/5/2020,22450A,Other Asian,M
E237221,3/5/2020,22450A,Other Asian,F
E237222,3/5/2020,22450A,Other,M
E237223,3/5/2020,231235A,Other,F
E237224,3/5/2020,4000A1,Asian Indian,F
T511276,3/5/2020,21460A,Other Asian,Female
E231597,3/6/2020,16028A 23123A,Hispanic,M
E233019,3/6/2020,231235A,,F
E235001,3/6/2020,22450A,Other Asian,M
E235002,3/6/2020,231235A,Hispanic,M
E236323,3/6/2020,22103,Other,M
E236324,3/6/2020,22103,Other,F
E236325,3/6/2020,22103,White,M
E236326,3/6/2020,21950A,White,F
E236327,3/6/2020,231235A,White,M
E236328,3/6/2020,22349A,Asian Indian,M
E236329,3/6/2020,22349A,White,M
E236330,3/6/2020,231235A,Other Asian,M
E236331,3/6/2020,231235A,Other,M
T508984,3/6/2020,21212A,Other Asian,Male
T508985,3/6/2020,21212A,Hispanic,Male
T509559,3/6/2020,22349A,Asian Indian,Male
T510844,3/6/2020,4000A1,White,Male
T511301,3/6/2020,24600E,Other,Male
E233020,3/7/2020,22101D,,M
E235003,3/7/2020,16028A,Hispanic,M
E235433,3/7/2020,4000A1,White,F
E235434,3/7/2020,12500A,Hispanic,M
E235435,3/7/2020,23123A,Other Asian,M
T510641,3/7/2020,12500A,Hispanic,Male
T510463,3/8/2020,23124B 16028A,White,Female
T511176,3/8/2020,5204A,Asian Indian,Male
E224825,3/9/2020,231235A,Other,M
E230173,3/9/2020,22106,Other,M
E230174,3/9/2020,22350 12500A 22107 22107,Other Asian,F
E231042,3/9/2020,12500A 4000A1,White,M
T510615,3/9/2020,21453A,White,Male
T511150,3/9/2020,5200A,White,Male
E224826,3/10/2020,22450A,Asian Indian,M
E224827,3/10/2020,21461A,Hispanic,F
E224828,3/10/2020,21460C2,Asian Indian,M
E224829,3/10/2020,21955,Hispanic,M
E229836,3/10/2020,231235A,Other Asian,F
E230301,3/10/2020,21950A,,M
E237225,3/10/2020,22350,,F
E237226,3/10/2020,21453B,,M
E237227,3/10/2020,22450A,,F
E237228,3/10/2020,22450A,,M
E237229,3/10/2020,22450A,,F
E237230,3/10/2020,22350,,M
E237231,3/10/2020,22450A,,F
E237232,3/10/2020,23123A,,M
E237233,3/10/2020,22350 22107,,M
E237234,3/10/2020,22350,,F
T507685,3/10/2020,22103,Other,Male
T510616,3/10/2020,4000A1,White,Male
T511152,3/10/2020,24603E 16028A,White,Male
T511153,3/10/2020,5200A 26708A1,Hispanic,Male
E224830,3/11/2020,21453A,Black,F
E224831,3/11/2020,231235A,Black,F
E224832,3/11/2020,231235A,Other Asian,F
E224833,3/11/2020,231235A,Asian Indian,M
E224834,3/11/2020,27315D1,Other Asian,M
E229837,3/11/2020,22349A,White,M
E229838,3/11/2020,22349A,Asian Indian,M
E233750,3/11/2020,21201D,Other,M
E237235,3/11/2020,26708A1,Other,M
E237236,3/11/2020,26708A1,Hispanic,M
E237237,3/11/2020,26708A1,Other Asian,F
E237238,3/11/2020,4000A1,Other Asian,M
E237239,3/11/2020,38300,Other Asian,F
E237240,3/11/2020,22450A,Asian Indian,M
E237241,3/11/2020,231235A,Other Asian,F
T510465,3/11/2020,4000A1,Other Asian,Male
T511154,3/11/2020,12500A 5200A 4000A1 113623a4,Asian Indian,Male
E224835,3/12/2020,21955,Hispanic,F
E224837,3/12/2020,21955,White,F
E224838,3/12/2020,21955,Other Asian,M
E224839,3/12/2020,21955,Hispanic,M
E235436,3/12/2020,4000A1,,M
E237243,3/12/2020,21950A,Other,M
E237244,3/12/2020,21950A,White,F
E237245,3/12/2020,231235A,White,M
E237246,3/12/2020,22450A,American Indian,F
T508255,3/12/2020,10.16.020,Vietnamese,Male
T510588,3/12/2020,4000A1 16028A 5200A,White,Male
T510642,3/12/2020,27360A,Hispanic,Female
T511201,3/12/2020,24603B,Asian Indian,Male
T511225,3/12/2020,24603B,Hispanic,Male
E230175,3/13/2020,38300,,Female
E230302,3/13/2020,22450A,White,F
E231044,3/13/2020,4000A1 16028A,,F
E235152,3/13/2020,231235A,,F
E235437,3/13/2020,25950A,Other,F
E235438,3/13/2020,40004A,,M
E235439,3/13/2020,267085A,Other Asian,F
E235440,3/13/2020,27150A 16028A,Other Asian,M
E235441,3/13/2020,22350,Other Asian,M
T509809,3/13/2020,4000A1 16028A,Hispanic,Female
T511226,3/13/2020,26708A1 12500A,Hispanic,Male
T511277,3/13/2020,128146 22107,White,Female
T511302,3/13/2020,24600E 16028A,,Male
T510643,3/14/2020,4000A1,,Male
T510846,3/15/2020,4461A 26708A 16028A 4454A,Black,Male
T510617,3/16/2020,12500A,Hispanic,Male
E236332,3/17/2020,23103 12500A 4000A1,Hispanic,M
T511155,3/19/2020,21453A 16028A 21950A,Other Asian,Male
T511156,3/19/2020,24252A 4462B,Hispanic,Male
T511327,3/19/2020,12500A,Hispanic,Male
E233021,3/21/2020,12500A 22350 267085A 231235A,Hispanic,M
T511227,3/22/2020,22350,White,Male
T510466,3/26/2020,14601A,White,Male
E236333,3/31/2020,4000A1,,M
T511159,4/1/2020,16028A 27150A,Hispanic,Male
T511230,4/5/2020,267085A 4000A1 16028A 12500A,Black,Male
E233023,4/6/2020,21453A 21208A 21201D 21200A,Black,M
T511178,4/9/2020,22450A,Asian Indian,Male
T511179,4/11/2020,12500A 16028A,Hispanic,Male
T510848,4/13/2020,16028A 12500A 26708A1 5200A,Hispanic,Male
E229840,4/17/2020,22450A 12500A 16028A 27150A,Hispanic,M
E234474,4/19/2020,22350,,M
T511234,4/22/2020,5201C,Hispanic,Male
T490835,4/25/2020,22350,Other Asian,Male
T511180,4/25/2020,12500A 16028A 4000A1,White,Male
T511181,4/25/2020,12500A 16028A 4000A1,Hispanic,Male
T507686,4/26/2020,22450A,Other Asian,Female
T511184,5/3/2020,26708A1 24600E,Hispanic,Male
T511185,5/3/2020,24600B 24400A1,Asian Indian,Male
E230483,5/4/2020,10.08.220,Other Asian,M
E234476,5/5/2020,12500A 21453A,White,F
T510318,5/5/2020,23222A,Hispanic,Male
T510469,5/5/2020,16028A 4454A 4000A1,Black,Male
T511479,5/7/2020,23222A 24603E 16028A,Hispanic,Male
T511306,5/8/2020,25950A,Unknown,Male
T511500,5/9/2020,21453C,White,Male
E234477,5/11/2020,12500B 16028A,Hispanic,M
T511187,5/14/2020,12500A 16028A 27150A 27156A,Hispanic,Male
T511481,5/17/2020,21955,White,Female
T510267,5/18/2020,4000A1 5200A 16028A,Black,Male
T510470,5/19/2020,12500A,Hispanic,Male
T511189,5/19/2020,16028A 22350 146012A 146015A,Hispanic,Male
T511190,5/20/2020,23109A,White,Male
T511191,5/20/2020,23109A 16028A,White,Male
T511192,5/20/2020,16028A,Hispanic,Female
E231704,5/21/2020,5200A,White,M
T510907,5/21/2020,22350,White,Male
T490836,5/22/2020,22450A,Other Asian,Male
T490837,5/22/2020,12500A 22450A,Hispanic,Female
T490838,5/22/2020,22500A,Asian Indian,Female
T490839,5/22/2020,22450A,Other Asian,Male
T511193,5/22/2020,22450A,Unknown,Male
T511194,5/22/2020,267085A,White,Male
T507733,5/24/2020,22106 12500A,White,Male
T510269,5/24/2020,4000A1 16028A 4463B,Hispanic,Female
T511503,5/24/2020,21453A,Hispanic,Male
T510471,5/25/2020,4000A1 16028A,Other Asian,Male
T511482,5/25/2020,4000A1 5200A 16028A 12500A,Black,Male
T511220,5/26/2020,5200A,Other Asian,Male
T510472,5/27/2020,4000A1 22350,Other Asian,Male
T510621,5/27/2020,5200A 24601 27151A 26708A1,Black,Male
T511162,5/27/2020,16028A,White,Male
T511195,5/27/2020,26708A1,Hispanic,Male
T510323,5/28/2020,16028A 23222A 26708A2 5200A,Hispanic,Male
T511197,5/29/2020,27156B 26101 22349A,Hispanic,Male
T510126,5/31/2020,22107,Asian Indian,Male
T511483,6/2/2020,12500A,Other Asian,Male
E234640,6/4/2020,21453A,White,F
E235155,6/6/2020,21453A,Hispanic,F
T509647,6/6/2020,12500A,Hispanic,Male
T511525,6/7/2020,146011A 16028A 4000A1,Black,Male
T511526,6/7/2020,12500A 16028A,Hispanic,Male
T511221,6/8/2020,4454A 24409A,Other,Male
T511346,6/8/2020,12500A,Hispanic,Male
T510891,6/9/2020,21453A,White,Male
T511222,6/9/2020,12951A,Other,Male
T511223,6/10/2020,24603E,Black,Female
T511224,6/10/2020,24600E 24603E,Black,Male
