City of Sunnyvale,,,,
Report Number,Date,Violation Code,race,Sex
T509477,7/8/2019,22450A,Other Asian,Male
T509479,7/8/2019,22107,Asian Indian,Male
T509500,7/8/2019,231235A,Asian Indian,Male
T509501,7/8/2019,38300,White,Male
T510000,7/8/2019,22450A,Other Asian,Female
E222465,7/9/2019,22350 12500A 4000A1,,M
E222466,7/9/2019,22350,,F
E224048,7/9/2019,231235A,Hispanic,M
E224049,7/9/2019,21453A,Other Asian,F
E224050,7/9/2019,231235A,White,F
E224051,7/9/2019,22102,Asian Indian,M
E227347,7/9/2019,4000A1,,M
E229224,7/9/2019,231235A,Black,M
E229225,7/9/2019,21453A,White,M
E230205,7/9/2019,22450A,Other Asian,M
E230207,7/9/2019,22450A 12500A,Hispanic,M
E230208,7/9/2019,21453A 4000A1,White,M
E230209,7/9/2019,38300,Asian Indian,M
E230210,7/9/2019,26708A1,Other Asian,F
E230211,7/9/2019,4464,White,F
T495449,7/9/2019,12500A 21453A,Hispanic,Male
T507445,7/9/2019,21804A,Other Asian,Female
T507522,7/9/2019,231235A,White,Female
T507849,7/9/2019,21801A 16028A,White,Female
T508212,7/9/2019,22107,Other Asian,Male
T508541,7/9/2019,4000A1 16028A,White,Female
T509350,7/9/2019,21806A1 14600A,White,Male
T509480,7/9/2019,24603B,Asian Indian,Male
T509481,7/9/2019,5201F,Hispanic,Male
T509482,7/9/2019,24603B,Other Asian,Female
T510031,7/9/2019,23152B,Hispanic,Male
E222467,7/10/2019,22349A,,F
E222468,7/10/2019,273605A,,M
E222469,7/10/2019,231235A,,M
E222470,7/10/2019,22350 12500D,,M
E222471,7/10/2019,21212A,,M
E222472,7/10/2019,21212A,,M
E222473,7/10/2019,22350,,M
E223508,7/10/2019,4000A1 146011A 16028A,,M
E224052,7/10/2019,21460A,,F
E224053,7/10/2019,21453A,,F
E224054,7/10/2019,231235A 12500A,Hispanic,F
E224055,7/10/2019,22450A,,M
E224056,7/10/2019,22450A,,M
E224057,7/10/2019,22101D,,M
E224058,7/10/2019,22101D,,M
E224059,7/10/2019,22500D 12500A,Hispanic,M
E224060,7/10/2019,21650 4000A1,,M
E224061,7/10/2019,21650,,F
E224062,7/10/2019,21650,,F
E224063,7/10/2019,231235A,,M
E227348,7/10/2019,231235A,,M
E227349,7/10/2019,40004A 12500A,Hispanic,M
E229906,7/10/2019,21453A,Other Asian,M
E230212,7/10/2019,4000A1,White,M
E230213,7/10/2019,231235A,White,M
E230214,7/10/2019,21651A1,Other Asian,M
E230215,7/10/2019,21651A1,Asian Indian,M
E230216,7/10/2019,26710,White,M
E230217,7/10/2019,4454A,White,F
E230218,7/10/2019,22450A,Asian Indian,M
E230219,7/10/2019,22450A,Asian Indian,M
E230220,7/10/2019,22450A,Other,M
E230221,7/10/2019,38300,Other,M
T503669,7/10/2019,22450A,Other,Male
T503670,7/10/2019,22450A,White,Male
T503671,7/10/2019,22450A,Other Asian,Male
T503672,7/10/2019,22450A,Other Asian,Male
T503879,7/10/2019,22450A,Other Asian,Female
T508213,7/10/2019,4000A1 146012A 5201A 16028A,White,Male
T508281,7/10/2019,12500A 16028A,Hispanic,Male
T508513,7/10/2019,5200A 12500A,Asian Indian,Female
T508542,7/10/2019,21453A,Hispanic,Female
T509188,7/10/2019,22450A 21703,Hispanic,Female
T509351,7/10/2019,4000A1,White,Female
T509483,7/10/2019,23123A,Other Asian,Female
T509484,7/10/2019,22500D,Other Asian,Female
T509485,7/10/2019,5200A,Asian Indian,Male
T509486,7/10/2019,12500A 16028A 4000A1,Hispanic,Male
E227350,7/11/2019,231235A,,M
E228321,7/11/2019,22450A,Unknown,M
E228322,7/11/2019,22450A,Unknown,M
E228323,7/11/2019,22450A,Unknown,F
E228324,7/11/2019,22450A,Unknown,M
E228326,7/11/2019,22450A,Unknown,M
E228327,7/11/2019,22450A,Unknown,F
E228328,7/11/2019,22450A,Unknown,M
E228329,7/11/2019,21453A,Unknown,M
E228330,7/11/2019,231235A 21461A,Unknown,F
E228331,7/11/2019,22450A,Unknown,M
E229907,7/11/2019,12500B,Hispanic,F
E230222,7/11/2019,38300,Other,M
E230223,7/11/2019,38300,,F
E230224,7/11/2019,22450A,White,F
E230225,7/11/2019,38300,Hispanic,F
E230226,7/11/2019,38300,,M
E230227,7/11/2019,38300,Other,F
E230228,7/11/2019,38300,,M
E230229,7/11/2019,231235A,,M
E230230,7/11/2019,231235A,White,F
E230501,7/11/2019,21453A 16028A,Other,M
E230502,7/11/2019,23123A 12500A,White,F
E230503,7/11/2019,23123A 21453A,Asian Indian,M
E230504,7/11/2019,23123A,White,M
E230505,7/11/2019,23123A,Other Asian,F
E230506,7/11/2019,22450A,White,M
E230507,7/11/2019,22450A,White,M
E230508,7/11/2019,22450A,White,M
E231605,7/11/2019,5200A 12500A,Hispanic,M
E232104,7/11/2019,4000A1,Hispanic,F
T505463,7/11/2019,23123A,White,Female
T507446,7/11/2019,23116B,Asian Indian,Male
T508282,7/11/2019,4000A1,Hispanic,Male
T508514,7/11/2019,5200A,White,Male
T508515,7/11/2019,12500A 16028A,Hispanic,Female
T508516,7/11/2019,5200A,Asian Indian,Male
T508517,7/11/2019,22400A,Other Asian,Male
T509237,7/11/2019,22450A,White,Male
T509352,7/11/2019,4000A1 16028A 146011A,Hispanic,Male
T509487,7/11/2019,23123A,White,Male
T509502,7/11/2019,38300,Asian Indian,Male
E222477,7/12/2019,22450A,,M
E227351,7/12/2019,4000A1,,M
E227352,7/12/2019,4000A1,,M
E227658,7/12/2019,22450A,Unknown,F
E227659,7/12/2019,22450A,Unknown,F
E227660,7/12/2019,22450A 4454A 16028A,Unknown,M
E227661,7/12/2019,22450A,Unknown,F
E227662,7/12/2019,21453A,Unknown,M
E228281,7/12/2019,5200A,White,M
E229005,7/12/2019,22450A,White,M
E229006,7/12/2019,22100B,Other Asian,M
E229007,7/12/2019,22350,White,F
E229008,7/12/2019,22350,Other,F
E229009,7/12/2019,21212A,Hispanic,M
E229010,7/12/2019,21212A,Hispanic,M
E229011,7/12/2019,22450A,,F
E230509,7/12/2019,23123A,Other,M
E230510,7/12/2019,21803A,Other Asian,M
E230511,7/12/2019,22450A,,M
E230512,7/12/2019,231235A,,F
E230513,7/12/2019,21453A,,M
E230514,7/12/2019,22450A,,M
E230515,7/12/2019,22106,,F
E230516,7/12/2019,22450A,,F
E230517,7/12/2019,21453A,,F
E230518,7/12/2019,22107,,M
E232105,7/12/2019,21453A,,F
T507919,7/12/2019,22450A 22450A,Other Asian,Male
T508084,7/12/2019,12500A,Hispanic,Male
T508499,7/12/2019,9.62.075B3,White,Male
T508951,7/12/2019,22350,White,Male
T509961,7/12/2019,12500A,Hispanic,Male
T509977,7/12/2019,21703 21460A 22450A 22350,White,Male
T510034,7/12/2019,23152B,Asian Indian,Male
E227353,7/13/2019,4000A1,,F
E228282,7/13/2019,22400A,Asian Indian,M
E229801,7/13/2019,21955,White,F
T495839,7/13/2019,22350,Asian Indian,Male
T509503,7/13/2019,38300,White,Female
T509800,7/13/2019,267085A 12500A,Hispanic,
T510035,7/13/2019,23152G,White,Male
E227545,7/14/2019,24601,,M
E227546,7/14/2019,12500A 24252A 24603B,Hispanic,M
E227663,7/14/2019,21453A,Unknown,M
E227664,7/14/2019,23222B,Unknown,M
E227665,7/14/2019,21955,Unknown,F
T508214,7/14/2019,22400A,Hispanic,Male
T509086,7/14/2019,21453B 12500A,Hispanic,Male
T509353,7/14/2019,4000A1,Black,Male
T509978,7/14/2019,5200A,Other,Male
E228283,7/15/2019,22349A,White,M
E228284,7/15/2019,22349A,Other,F
E230232,7/15/2019,22450A,,F
E230233,7/15/2019,22450A,,M
E230234,7/15/2019,22450A,,M
E230235,7/15/2019,22450A,Other,M
E230236,7/15/2019,22450A,Other,F
E230237,7/15/2019,22450A,,M
E230238,7/15/2019,22450A 12500A,Hispanic,F
E230239,7/15/2019,21209A,,F
E230240,7/15/2019,21755A,,M
E230241,7/15/2019,21755A,,F
E230242,7/15/2019,21209A,,M
T508085,7/15/2019,21453A,Hispanic,Male
T508086,7/15/2019,21954A,Other Asian,Male
T508087,7/15/2019,22101D,Asian Indian,Male
T508088,7/15/2019,22107,Other Asian,Male
T509215,7/15/2019,22450A,Other Asian,Male
T509216,7/15/2019,24603B 12500A,Hispanic,Male
T509217,7/15/2019,21453A 12500A,Hispanic,Female
T509261,7/15/2019,23109C,Asian Indian,Male
T509354,7/15/2019,21453A,,Male
T509488,7/15/2019,22450A,White,Male
T509489,7/15/2019,4000A1,Hispanic,Male
T509490,7/15/2019,4000A1 24600B,White,Female
T509491,7/15/2019,22450A,White,Male
T509979,7/15/2019,4000A1,White,Male
T510036,7/15/2019,23152A,White,Male
T510102,7/15/2019,23152A 23152B 24250 22108,Hispanic,Male
T510103,7/15/2019,12500A 16028A 22450A 4454A,Hispanic,Male
E222478,7/16/2019,22349A,,M
E224064,7/16/2019,22450A,,F
E224065,7/16/2019,22450A,,F
E224066,7/16/2019,22450A,,F
E224067,7/16/2019,22450A,,M
E224068,7/16/2019,22450A,,M
E224069,7/16/2019,22450A,,M
E224070,7/16/2019,22450A,,M
E224071,7/16/2019,22450A,,F
E224072,7/16/2019,22450A,,M
E224073,7/16/2019,21209A,,F
E224074,7/16/2019,21209A,,M
E224075,7/16/2019,21209A,,M
E224076,7/16/2019,21209A,,M
E228285,7/16/2019,22349A 12500A,Hispanic,F
E228286,7/16/2019,22349A,White,M
E228287,7/16/2019,22349A,Hispanic,F
E228288,7/16/2019,22349A,White,M
E228289,7/16/2019,22349A,Other Asian,M
E229502,7/16/2019,216501,Hispanic,M
E229503,7/16/2019,21955,,M
E229504,7/16/2019,21955,Hispanic,M
E230243,7/16/2019,14600A,White,F
E230244,7/16/2019,22450A,Other,M
E230245,7/16/2019,38300,Other Asian,F
E230246,7/16/2019,12951A,Hispanic,F
E230247,7/16/2019,38300,Other Asian,F
E230248,7/16/2019,22450A,Hispanic,M
E230249,7/16/2019,22450A,Other Asian,M
E230250,7/16/2019,22450A 12951A,White,M
T504492,7/16/2019,4000A1,Asian Indian,Male
T505887,7/16/2019,21453A,Asian Indian,Male
T506549,7/16/2019,21453A,Hispanic,Male
T508215,7/16/2019,146015A 146012A 24603E,Hispanic,Male
T508815,7/16/2019,12500A,White,Male
T509238,7/16/2019,14600A 24601,Other Asian,Male
T509775,7/16/2019,5200A,Asian Indian,Male
T509776,7/16/2019,5200A,Hispanic,Male
T510037,7/16/2019,23152B,Hispanic,Male
E224077,7/17/2019,231235A,,F
E224078,7/17/2019,22349A,Other Asian,F
E228290,7/17/2019,21651A2,Other Asian,M
E228291,7/17/2019,22450A,Other Asian,M
E228292,7/17/2019,22450A,White,M
E228293,7/17/2019,22450A,White,F
E228294,7/17/2019,22450A,Other,F
E228295,7/17/2019,22450A,Other Asian,F
E228297,7/17/2019,22450A,Asian Indian,F
E228298,7/17/2019,22450A 12500A,Hispanic,F
E228300,7/17/2019,22450A,Other,M
E228801,7/17/2019,22450A,Asian Indian,M
E230251,7/17/2019,22450A,Hispanic,F
E230252,7/17/2019,22450A,White,M
E230253,7/17/2019,4000A1,White,M
E230254,7/17/2019,22450A,Black,M
E230255,7/17/2019,22450A,Other Asian,F
E230256,7/17/2019,22450A,White,F
E230257,7/17/2019,231235A,Other Asian,F
T503673,7/17/2019,22450A,Hispanic,Female
T503674,7/17/2019,22450A,White,Female
T506707,7/17/2019,146012A 146015A,Hispanic,Male
T507447,7/17/2019,22450A,Other Asian,Female
T507448,7/17/2019,22400A,White,Male
T508543,7/17/2019,4000A1,Other Asian,Male
T508816,7/17/2019,12500A,Hispanic,Male
T509493,7/17/2019,22450A,Hispanic,Female
T509495,7/17/2019,24603B,Asian Indian,Female
T509875,7/17/2019,22450A,Asian Indian,Female
T510038,7/17/2019,23152B,Other Asian,Male
T510039,7/17/2019,23152A 21651B,Hispanic,Male
E229703,7/18/2019,21209A,White,M
E230258,7/18/2019,22400A,,M
E230259,7/18/2019,21453A,,M
E230260,7/18/2019,22450A,,M
E230261,7/18/2019,22450A,Other,M
E230262,7/18/2019,22450A,White,M
E230263,7/18/2019,21755A,,M
E230264,7/18/2019,21755A,,F
E230265,7/18/2019,21755A,,F
E230266,7/18/2019,21755A,,M
E230267,7/18/2019,21755A,,F
E230268,7/18/2019,21755A,,M
E230269,7/18/2019,21755A,,M
E230270,7/18/2019,21755A,,M
E230271,7/18/2019,21755A,,M
E230272,7/18/2019,21755A,,M
E230519,7/18/2019,22450A,,M
E230520,7/18/2019,22350,,F
E230521,7/18/2019,22450A,,M
E230522,7/18/2019,22350,,M
E230523,7/18/2019,21453A,,F
E230524,7/18/2019,21755A,,M
E230525,7/18/2019,21755A,,M
E230526,7/18/2019,21755A,,F
E230527,7/18/2019,21755A,,F
E230528,7/18/2019,21755A,,M
E230529,7/18/2019,21755A,,M
E230530,7/18/2019,21755A,,F
E230531,7/18/2019,21755A,,M
E230532,7/18/2019,21755A,,M
E230533,7/18/2019,21755A,,M
E230534,7/18/2019,21755A,,M
E230535,7/18/2019,21755A,,M
E230536,7/18/2019,21755A,,M
E230537,7/18/2019,21755A,,M
E230538,7/18/2019,21755A,,F
E231904,7/18/2019,231235A,White,M
T495837,7/18/2019,21453A,Asian Indian,Female
T495838,7/18/2019,21804A,Asian Indian,Male
T508518,7/18/2019,23123A,Asian Indian,Male
T510080,7/18/2019,21453A,Other Asian,Female
E225866,7/19/2019,22450A 12500A,Hispanic,F
E225867,7/19/2019,22450A,Other Asian,M
E225868,7/19/2019,22450A,Other,M
E225869,7/19/2019,22450A,Other,M
E225870,7/19/2019,38300,White,M
E225871,7/19/2019,231235A,Other Asian,M
E227354,7/19/2019,40004A,White,F
E229227,7/19/2019,22102,,F
E229228,7/19/2019,21453A,,M
E229229,7/19/2019,21453A,,M
E229230,7/19/2019,21453A,,F
E229704,7/19/2019,12500A 22350,Hispanic,M
E230273,7/19/2019,23123A,,M
E230274,7/19/2019,22450A,Other Asian,F
E230275,7/19/2019,23123A,Other Asian,M
E230276,7/19/2019,21453A,Hispanic,M
E230277,7/19/2019,23123A,Other Asian,M
E230801,7/19/2019,4000A1 24603A,Asian Indian,M
T503735,7/19/2019,21806A1 4000A1,Other Asian,Female
T508519,7/19/2019,5204A 4454A,Asian Indian,Male
T508520,7/19/2019,22400A,Asian Indian,Male
T508521,7/19/2019,5204A 22400A,Asian Indian,Male
T508544,7/19/2019,4000A1 16028A,Other Asian,Male
T509239,7/19/2019,21453A,White,Male
T509496,7/19/2019,22450A,Other Asian,Female
T509777,7/19/2019,5200A,Hispanic,Male
T510040,7/19/2019,23152A 23152B,Hispanic,Male
E231301,7/20/2019,22450A,,F
T506228,7/20/2019,22500A,Other,Male
T508909,7/20/2019,22107,Hispanic,Female
T509087,7/20/2019,4000A1,White,Male
T509505,7/20/2019,231235A,Other Asian,Female
T509506,7/20/2019,21950A,Other,Male
T509965,7/20/2019,23123A 14600A,White,Male
T510150,7/20/2019,21453A,White,Male
T510151,7/20/2019,22450A,Hispanic,Female
T510152,7/20/2019,22450A,Black,Male
T510153,7/20/2019,22450A,Hispanic,Female
E227355,7/21/2019,5200A 12500A,Hispanic,M
E227356,7/21/2019,5200A,,M
T495465,7/21/2019,22106,Other Asian,Male
T495466,7/21/2019,22350,White,Male
T506584,7/21/2019,22450A 16028A,Hispanic,Male
T509218,7/21/2019,22450A,Other Asian,Male
T509219,7/21/2019,21453A,White,Male
T509507,7/21/2019,231235A,Other Asian,Male
T509508,7/21/2019,38300,Other Asian,Female
T510154,7/21/2019,12500A 4000A1,White,Male
T510155,7/21/2019,216501,Hispanic,Male
E227357,7/22/2019,4000A1,,M
E227358,7/22/2019,5200A,,M
E227359,7/22/2019,4000A1,,F
E229705,7/22/2019,22400A,Other,M
E230602,7/22/2019,22349A,Asian Indian,M
E230603,7/22/2019,22349A,Hispanic,M
E231303,7/22/2019,12500A 21460A,Hispanic,F
E232001,7/22/2019,21453A,,M
E232002,7/22/2019,23123A,,F
E232004,7/22/2019,21453A,,F
E232005,7/22/2019,21453A 12500A,Hispanic,M
E232006,7/22/2019,21950A,,M
E232008,7/22/2019,21755A 27315D1,,M
E232009,7/22/2019,21755A,,F
E232010,7/22/2019,21453A,,F
E232011,7/22/2019,21453A,,M
E232012,7/22/2019,22450A,,M
T507523,7/22/2019,4000A1,White,Male
T507524,7/22/2019,21453A,Hispanic,Male
T508911,7/22/2019,22107,White,Male
T509088,7/22/2019,4000A1 16028A,White,Male
T509089,7/22/2019,231235A,Asian Indian,Male
T509090,7/22/2019,16028A,,Male
T509091,7/22/2019,12500A,Filipino,Male
T509220,7/22/2019,22450A,Hispanic,Male
T510156,7/22/2019,22350 16028A,Other Asian,Male
T510157,7/22/2019,4000A1 12500A,Hispanic,Female
T510160,7/22/2019,22450A,Hispanic,Male
T510161,7/22/2019,22450A,Other Asian,Male
E229231,7/23/2019,21453A 14600A,White,F
E229232,7/23/2019,231235A,,M
E229233,7/23/2019,22107,White,M
E229234,7/23/2019,21453A,Hispanic,M
E229706,7/23/2019,22450A,Other Asian,F
E229908,7/23/2019,12500A 22350,Hispanic,M
E230604,7/23/2019,22349A,Other Asian,F
E230605,7/23/2019,22349A,Hispanic,F
E230606,7/23/2019,22349A 16028A,Hispanic,M
E230607,7/23/2019,22349A,Other,F
E230608,7/23/2019,22349A,Other Asian,M
E230609,7/23/2019,22349A,Hispanic,F
E230802,7/23/2019,231235A,Other Asian,M
E231304,7/23/2019,24603B,,F
E232014,7/23/2019,21453A,,M
E232015,7/23/2019,22450A,,F
E232016,7/23/2019,22450A,,M
E232017,7/23/2019,22450A,,M
T503974,7/23/2019,4000A1 16028A 44625,Black,Female
T508417,7/23/2019,24400,Hispanic,Male
T508418,7/23/2019,24603B,Asian Indian,Male
T508522,7/23/2019,267085A,Hispanic,Female
T509240,7/23/2019,22450A,Other Asian,Female
T509241,7/23/2019,22450A,White,Male
E222479,7/24/2019,21453A,,M
E222480,7/24/2019,21453A,,F
E228802,7/24/2019,22526A,Other,M
E228803,7/24/2019,231235A,White,F
E228805,7/24/2019,231235A,White,F
E228806,7/24/2019,22450A,Other Asian,M
E228807,7/24/2019,22450A,Asian Indian,M
E228808,7/24/2019,22450A,White,F
E228809,7/24/2019,22450A,Asian Indian,M
E228810,7/24/2019,22450A 12500A,Black,M
E228811,7/24/2019,22450A 231235A,White,M
E228812,7/24/2019,22450A 231235A,Other Asian,F
E229013,7/24/2019,216555B,White,F
E229235,7/24/2019,21453A,Asian Indian,F
E229236,7/24/2019,21453A,Other Asian,M
E229237,7/24/2019,21453A,Other Asian,M
E229238,7/24/2019,21453A,White,M
E229239,7/24/2019,22400A,White,F
E229240,7/24/2019,21453A,Other Asian,F
E229241,7/24/2019,21950A,Other Asian,M
E229242,7/24/2019,21453A,White,M
E229243,7/24/2019,231235A,Asian Indian,M
E229244,7/24/2019,231235A,Other Asian,M
E229245,7/24/2019,23123A,White,F
E229246,7/24/2019,21453A,Other Asian,F
E229247,7/24/2019,231235A,White,F
E229708,7/24/2019,24603F 12500A,Hispanic,F
E229709,7/24/2019,4000A1,Hispanic,M
E230279,7/24/2019,231235A,,M
E230280,7/24/2019,21453A,,M
E230281,7/24/2019,231235A,,M
E230282,7/24/2019,22526A,,F
E230283,7/24/2019,231235A,,M
E230284,7/24/2019,21453A,,M
E230285,7/24/2019,21453A,,M
E230287,7/24/2019,38300,,F
E230288,7/24/2019,21453A,,M
E230289,7/24/2019,231235A,,M
E230290,7/24/2019,5200A,,F
E230539,7/24/2019,21453A,Other,F
E230540,7/24/2019,231235A,Asian Indian,F
E230541,7/24/2019,21453A,Other Asian,M
E230542,7/24/2019,21801A,White,M
E230543,7/24/2019,231235A,White,M
E230544,7/24/2019,231235A,White,M
E230545,7/24/2019,22526A,White,M
E230546,7/24/2019,5200A,White,F
E230547,7/24/2019,22450A,Other Asian,M
E230548,7/24/2019,38300,Other Asian,M
E230549,7/24/2019,22450A,Other Asian,F
E230610,7/24/2019,22349A 16028A,Black,M
E230611,7/24/2019,22349A,Other,F
E230803,7/24/2019,231235A,,F
E230804,7/24/2019,21453A,,M
E230805,7/24/2019,21453A,,F
E230806,7/24/2019,22400A,,F
E230807,7/24/2019,22400A,,M
E230808,7/24/2019,22400A,,M
E230809,7/24/2019,21453A,,M
E230811,7/24/2019,21453A,,F
E230812,7/24/2019,21453A,,M
E230813,7/24/2019,231235A,,M
E230814,7/24/2019,21453A,,F
E230815,7/24/2019,21453C,,M
T507920,7/24/2019,5200A,Hispanic,Male
T508524,7/24/2019,12500A 4000A1 16028A,Hispanic,Female
T508817,7/24/2019,4000A1,White,Female
T509242,7/24/2019,4000A1,Other Asian,Female
T509497,7/24/2019,22450A,Other Asian,Female
T509498,7/24/2019,23123A,Other Asian,Female
T509778,7/24/2019,24603B,Black,Male
T509925,7/24/2019,21453A,Asian Indian,Female
T509926,7/24/2019,231235A,White,Male
T510081,7/24/2019,21460A,White,Male
E224079,7/25/2019,21453A,Asian Indian,M
E224080,7/25/2019,23111,Other Asian,M
E224081,7/25/2019,23123A,Asian Indian,M
E224082,7/25/2019,27315E,Asian Indian,M
E224083,7/25/2019,231235A,Asian Indian,F
E224084,7/25/2019,27315D1,White,M
E224085,7/25/2019,231235A,Asian Indian,M
E224086,7/25/2019,23123A,Hispanic,M
E228813,7/25/2019,22350,Unknown,M
E228814,7/25/2019,22450A,Unknown,F
E228815,7/25/2019,22450A,Unknown,F
E228816,7/25/2019,22450A,Unknown,M
E228817,7/25/2019,22450A,Unknown,F
E228818,7/25/2019,21755A,Unknown,M
E228819,7/25/2019,21755A,Unknown,F
E228820,7/25/2019,21755A,Unknown,F
E228821,7/25/2019,21755A,Unknown,M
E228822,7/25/2019,21755A,,F
E228823,7/25/2019,21755A,,M
E228824,7/25/2019,21755A,,M
E228825,7/25/2019,21755A,,F
E228826,7/25/2019,21755A,,M
E229248,7/25/2019,38300,,F
E229249,7/25/2019,38300,,F
E229250,7/25/2019,22450A,Other,M
E229251,7/25/2019,38300,,F
E229253,7/25/2019,231235A,,M
E229254,7/25/2019,38300,,M
E230291,7/25/2019,22450A,Asian Indian,M
E230292,7/25/2019,22450A,Asian Indian,M
E230293,7/25/2019,22450A,Other Asian,M
E230294,7/25/2019,38300,Other Asian,M
E230295,7/25/2019,22450A,Other,F
E230296,7/25/2019,22450A,Other Asian,M
E230297,7/25/2019,38300,White,F
E230298,7/25/2019,26710,Hispanic,F
T508912,7/25/2019,16028A,Hispanic,Male
T508913,7/25/2019,22450A,Asian Indian,Male
T509243,7/25/2019,12500A,Hispanic,Male
T509499,7/25/2019,24603B,White,Male
T510043,7/25/2019,23152A,White,Male
T510044,7/25/2019,44625 1489,Black,Male
E224087,7/26/2019,21460A,,M
E224088,7/26/2019,21460A,,F
E224089,7/26/2019,22450A,,F
E224090,7/26/2019,22350 267085A,,M
E224091,7/26/2019,22450A,,M
E224092,7/26/2019,5200B 4454A 5900A,,M
E229710,7/26/2019,21453B 12500A,White,M
E230299,7/26/2019,24603B,Other,M
E230300,7/26/2019,38300,White,F
E231607,7/26/2019,4000A1,,F
E232601,7/26/2019,38300,Other,F
E232602,7/26/2019,22450A,Hispanic,M
E232603,7/26/2019,38300 12951A,Other,M
E232604,7/26/2019,22450A,Asian Indian,M
T497587,7/26/2019,4000A1,Hispanic,Male
T507323,7/26/2019,26710,Hispanic,Male
T507624,7/26/2019,4000A1 146011A 16028A 146015A,Hispanic,Male
T508545,7/26/2019,5204A,Hispanic,Male
T508740,7/26/2019,24400A1 52011C,Hispanic,Male
T508818,7/26/2019,12500A,Hispanic,Male
T508981,7/26/2019,21209A,Asian Indian,Male
T508982,7/26/2019,21209A,White,Female
T509625,7/26/2019,24603B,Other Asian,Male
T509851,7/26/2019,267085A,Hispanic,Male
T509852,7/26/2019,22107 16028A,Hispanic,Male
T506348,7/27/2019,4000A1,Black,Male
T506349,7/27/2019,22350,Other Asian,Male
T506568,7/27/2019,4000A1 16028A,Hispanic,Male
T507941,7/27/2019,22450A,Other Asian,Female
T508546,7/27/2019,23123A,White,Male
T508891,7/27/2019,12500A 24603B,Hispanic,Male
T509675,7/27/2019,4000A1 16028A,Asian Indian,Male
T509780,7/27/2019,24603E,Other Asian,Male
T509801,7/27/2019,4000A1,Black,Male
T505166,7/28/2019,21461A,Asian Indian,Male
T505167,7/28/2019,24603E,Asian Indian,Male
T508420,7/28/2019,24601,Other Asian,Male
T508914,7/28/2019,22450A,Hispanic,Male
T508915,7/28/2019,146011A 22108,Hispanic,Male
T509221,7/28/2019,22450A 12500A,Hispanic,Female
T509222,7/28/2019,4000A1 12500A 5200A,Other Asian,Male
T509355,7/28/2019,26708A1,Other,Male
T510046,7/28/2019,23152A,Hispanic,Male
T501771,7/29/2019,4000A1,Hispanic,Male
T506914,7/29/2019,22450A,Asian Indian,Male
T506915,7/29/2019,22450A,White,Female
T507856,7/29/2019,21453A 26710,White,Female
T507942,7/29/2019,4000A1,Hispanic,Male
T507943,7/29/2019,12500A,Hispanic,Male
T508071,7/29/2019,40004A,Other Asian,Male
T508707,7/29/2019,14600A,Hispanic,Male
T508791,7/29/2019,22450A,White,Male
T508792,7/29/2019,22450A,Other Asian,Female
T508916,7/29/2019,22450A,Hispanic,Female
T509092,7/29/2019,24400A1,Other Asian,Male
T509356,7/29/2019,22450A,White,Male
T509357,7/29/2019,21956,Hispanic,Male
T509510,7/29/2019,38300,Other,Male
T509511,7/29/2019,38300,Other Asian,Female
T509963,7/29/2019,146011A 16028A,Hispanic,Male
T510082,7/29/2019,21460A,White,Male
T510083,7/29/2019,21453A,Other Asian,Male
T510084,7/29/2019,27315E,Black,Male
T510085,7/29/2019,12500A 16028A,Hispanic,Female
T510086,7/29/2019,22450A,Hispanic,Male
T510087,7/29/2019,22450A,Hispanic,Male
T510088,7/29/2019,21209A,Asian Indian,Male
E228827,7/30/2019,231235A,Other Asian,M
E228828,7/30/2019,21950A,Asian Indian,M
T494048,7/30/2019,231235A,Other Asian,Male
T494049,7/30/2019,231235A,Asian Indian,Male
T497354,7/30/2019,4000A1,White,Male
T506916,7/30/2019,24250 12500A 16028A,Hispanic,Male
T508089,7/30/2019,21955,White,Male
T508090,7/30/2019,231235A,White,Male
T508091,7/30/2019,231235A,Other Asian,Male
T508092,7/30/2019,27150A 12500A,Other Asian,Male
T508093,7/30/2019,231235A 14600A,Other Asian,Male
T508094,7/30/2019,24600E,White,Male
T508095,7/30/2019,22101D,Other Asian,Female
T508096,7/30/2019,21456B,Black,Male
T508097,7/30/2019,231235A,Asian Indian,Female
T508793,7/30/2019,22450A,White,Female
T508794,7/30/2019,231235A,Hispanic,Male
T508795,7/30/2019,22450A,Other Asian,Male
T508796,7/30/2019,22450A,Other Asian,Male
T508797,7/30/2019,22450A,Asian Indian,Male
T508798,7/30/2019,22450A,Asian Indian,Male
T508799,7/30/2019,22450A,Asian Indian,Female
T508952,7/30/2019,22500H,White,Male
T509093,7/30/2019,21453C,Other Asian,Female
T509512,7/30/2019,22400A,Asian Indian,Male
T509525,7/30/2019,22450A,White,Male
T509526,7/30/2019,22101D,White,Male
T509964,7/30/2019,24603D,Other Asian,Male
T59525,7/30/2019,22450A,White,Male
T506846,7/31/2019,22450A,Other,Female
T506847,7/31/2019,22450A,Other,Male
T506848,7/31/2019,22450A 4000A1,Other,Female
T506849,7/31/2019,22450A,Other,Male
T507975,7/31/2019,22450A,White,Male
T507977,7/31/2019,21755A,Other,Male
T507978,7/31/2019,21755A,White,Male
T507979,7/31/2019,21755A,Other,Male
T507980,7/31/2019,21755A,Other,Female
T507981,7/31/2019,21755A,White,Male
T507982,7/31/2019,21755A,White,Male
T508422,7/31/2019,26708A1 23223B,Hispanic,Male
T508708,7/31/2019,22500D,White,Male
